,cat_id,store_id,Date,dayofyear,weekofyear,monthstart,quarterstart,yearstart,Sales
150,FOODS,CA_1,2011-06-28,179,26,0,0,0,1473
151,FOODS,CA_1,2011-06-29,180,26,0,0,0,1497
152,FOODS,CA_1,2011-06-30,181,26,0,0,0,1752
153,FOODS,CA_1,2011-07-01,182,26,1,1,0,2663
154,FOODS,CA_1,2011-07-02,183,26,0,0,0,3108
155,FOODS,CA_1,2011-07-03,184,26,0,0,0,2942
156,FOODS,CA_1,2011-07-04,185,27,0,0,0,2038
157,FOODS,CA_1,2011-07-05,186,27,0,0,0,2364
158,FOODS,CA_1,2011-07-06,187,27,0,0,0,2441
159,FOODS,CA_1,2011-07-07,188,27,0,0,0,2403
160,FOODS,CA_1,2011-07-08,189,27,0,0,0,2385
161,FOODS,CA_1,2011-07-09,190,27,0,0,0,2762
162,FOODS,CA_1,2011-07-10,191,27,0,0,0,3066
163,FOODS,CA_1,2011-07-11,192,28,0,0,0,2026
164,FOODS,CA_1,2011-07-12,193,28,0,0,0,1602
165,FOODS,CA_1,2011-07-13,194,28,0,0,0,1768
166,FOODS,CA_1,2011-07-14,195,28,0,0,0,1639
167,FOODS,CA_1,2011-07-15,196,28,0,0,0,1973
168,FOODS,CA_1,2011-07-16,197,28,0,0,0,2541
169,FOODS,CA_1,2011-07-17,198,28,0,0,0,2445
170,FOODS,CA_1,2011-07-18,199,29,0,0,0,2015
171,FOODS,CA_1,2011-07-19,200,29,0,0,0,1665
172,FOODS,CA_1,2011-07-20,201,29,0,0,0,1727
173,FOODS,CA_1,2011-07-21,202,29,0,0,0,1818
174,FOODS,CA_1,2011-07-22,203,29,0,0,0,2199
175,FOODS,CA_1,2011-07-23,204,29,0,0,0,2526
176,FOODS,CA_1,2011-07-24,205,29,0,0,0,2526
177,FOODS,CA_1,2011-07-25,206,30,0,0,0,1867
178,FOODS,CA_1,2011-07-26,207,30,0,0,0,1641
179,FOODS,CA_1,2011-07-27,208,30,0,0,0,1543
180,FOODS,CA_1,2011-07-28,209,30,0,0,0,1665
181,FOODS,CA_1,2011-07-29,210,30,0,0,0,2156
182,FOODS,CA_1,2011-07-30,211,30,0,0,0,2002
183,FOODS,CA_1,2011-07-31,212,30,0,0,0,2353
184,FOODS,CA_1,2011-08-01,213,31,1,0,0,1963
185,FOODS,CA_1,2011-08-02,214,31,0,0,0,2070
186,FOODS,CA_1,2011-08-03,215,31,0,0,0,1991
187,FOODS,CA_1,2011-08-04,216,31,0,0,0,2162
188,FOODS,CA_1,2011-08-05,217,31,0,0,0,2370
189,FOODS,CA_1,2011-08-06,218,31,0,0,0,2580
190,FOODS,CA_1,2011-08-07,219,31,0,0,0,2800
191,FOODS,CA_1,2011-08-08,220,32,0,0,0,2394
192,FOODS,CA_1,2011-08-09,221,32,0,0,0,2006
193,FOODS,CA_1,2011-08-10,222,32,0,0,0,1994
194,FOODS,CA_1,2011-08-11,223,32,0,0,0,1861
195,FOODS,CA_1,2011-08-12,224,32,0,0,0,2288
196,FOODS,CA_1,2011-08-13,225,32,0,0,0,2742
197,FOODS,CA_1,2011-08-14,226,32,0,0,0,2957
198,FOODS,CA_1,2011-08-15,227,33,0,0,0,1938
199,FOODS,CA_1,2011-08-16,228,33,0,0,0,1884
200,FOODS,CA_1,2011-08-17,229,33,0,0,0,1833
201,FOODS,CA_1,2011-08-18,230,33,0,0,0,1851
202,FOODS,CA_1,2011-08-19,231,33,0,0,0,2079
203,FOODS,CA_1,2011-08-20,232,33,0,0,0,2440
204,FOODS,CA_1,2011-08-21,233,33,0,0,0,3177
205,FOODS,CA_1,2011-08-22,234,34,0,0,0,1867
206,FOODS,CA_1,2011-08-23,235,34,0,0,0,1537
207,FOODS,CA_1,2011-08-24,236,34,0,0,0,1662
208,FOODS,CA_1,2011-08-25,237,34,0,0,0,1700
209,FOODS,CA_1,2011-08-26,238,34,0,0,0,1921
210,FOODS,CA_1,2011-08-27,239,34,0,0,0,2582
211,FOODS,CA_1,2011-08-28,240,34,0,0,0,2670
212,FOODS,CA_1,2011-08-29,241,35,0,0,0,1708
213,FOODS,CA_1,2011-08-30,242,35,0,0,0,1375
214,FOODS,CA_1,2011-08-31,243,35,0,0,0,1470
215,FOODS,CA_1,2011-09-01,244,35,1,0,0,1846
216,FOODS,CA_1,2011-09-02,245,35,0,0,0,2362
217,FOODS,CA_1,2011-09-03,246,35,0,0,0,2717
218,FOODS,CA_1,2011-09-04,247,35,0,0,0,2568
219,FOODS,CA_1,2011-09-05,248,36,0,0,0,2469
220,FOODS,CA_1,2011-09-06,249,36,0,0,0,2115
221,FOODS,CA_1,2011-09-07,250,36,0,0,0,1900
222,FOODS,CA_1,2011-09-08,251,36,0,0,0,1979
223,FOODS,CA_1,2011-09-09,252,36,0,0,0,2297
224,FOODS,CA_1,2011-09-10,253,36,0,0,0,2718
225,FOODS,CA_1,2011-09-11,254,36,0,0,0,2876
226,FOODS,CA_1,2011-09-12,255,37,0,0,0,1933
227,FOODS,CA_1,2011-09-13,256,37,0,0,0,1575
228,FOODS,CA_1,2011-09-14,257,37,0,0,0,1482
229,FOODS,CA_1,2011-09-15,258,37,0,0,0,1628
230,FOODS,CA_1,2011-09-16,259,37,0,0,0,1975
231,FOODS,CA_1,2011-09-17,260,37,0,0,0,2454
232,FOODS,CA_1,2011-09-18,261,37,0,0,0,2670
233,FOODS,CA_1,2011-09-19,262,38,0,0,0,1789
234,FOODS,CA_1,2011-09-20,263,38,0,0,0,1740
235,FOODS,CA_1,2011-09-21,264,38,0,0,0,1646
236,FOODS,CA_1,2011-09-22,265,38,0,0,0,1606
237,FOODS,CA_1,2011-09-23,266,38,0,0,0,2451
238,FOODS,CA_1,2011-09-24,267,38,0,0,0,2872
239,FOODS,CA_1,2011-09-25,268,38,0,0,0,2872
240,FOODS,CA_1,2011-09-26,269,39,0,0,0,2028
241,FOODS,CA_1,2011-09-27,270,39,0,0,0,1722
242,FOODS,CA_1,2011-09-28,271,39,0,0,0,1696
243,FOODS,CA_1,2011-09-29,272,39,0,0,0,1587
244,FOODS,CA_1,2011-09-30,273,39,0,0,0,2512
245,FOODS,CA_1,2011-10-01,274,39,1,1,0,3450
246,FOODS,CA_1,2011-10-02,275,39,0,0,0,3361
247,FOODS,CA_1,2011-10-03,276,40,0,0,0,2361
248,FOODS,CA_1,2011-10-04,277,40,0,0,0,2214
249,FOODS,CA_1,2011-10-05,278,40,0,0,0,2086
250,FOODS,CA_1,2011-10-06,279,40,0,0,0,2011
251,FOODS,CA_1,2011-10-07,280,40,0,0,0,2631
252,FOODS,CA_1,2011-10-08,281,40,0,0,0,3279
253,FOODS,CA_1,2011-10-09,282,40,0,0,0,3296
254,FOODS,CA_1,2011-10-10,283,41,0,0,0,2726
255,FOODS,CA_1,2011-10-11,284,41,0,0,0,2059
256,FOODS,CA_1,2011-10-12,285,41,0,0,0,1901
257,FOODS,CA_1,2011-10-13,286,41,0,0,0,1979
258,FOODS,CA_1,2011-10-14,287,41,0,0,0,2371
259,FOODS,CA_1,2011-10-15,288,41,0,0,0,2930
260,FOODS,CA_1,2011-10-16,289,41,0,0,0,2963
261,FOODS,CA_1,2011-10-17,290,42,0,0,0,1944
262,FOODS,CA_1,2011-10-18,291,42,0,0,0,1742
263,FOODS,CA_1,2011-10-19,292,42,0,0,0,1772
264,FOODS,CA_1,2011-10-20,293,42,0,0,0,1851
265,FOODS,CA_1,2011-10-21,294,42,0,0,0,2374
266,FOODS,CA_1,2011-10-22,295,42,0,0,0,3011
267,FOODS,CA_1,2011-10-23,296,42,0,0,0,3200
268,FOODS,CA_1,2011-10-24,297,43,0,0,0,2036
269,FOODS,CA_1,2011-10-25,298,43,0,0,0,1890
270,FOODS,CA_1,2011-10-26,299,43,0,0,0,1660
271,FOODS,CA_1,2011-10-27,300,43,0,0,0,1909
272,FOODS,CA_1,2011-10-28,301,43,0,0,0,2184
273,FOODS,CA_1,2011-10-29,302,43,0,0,0,3022
274,FOODS,CA_1,2011-10-30,303,43,0,0,0,3063
275,FOODS,CA_1,2011-10-31,304,44,0,0,0,1622
276,FOODS,CA_1,2011-11-01,305,44,1,0,0,1924
277,FOODS,CA_1,2011-11-02,306,44,0,0,0,2129
278,FOODS,CA_1,2011-11-03,307,44,0,0,0,2210
279,FOODS,CA_1,2011-11-04,308,44,0,0,0,2644
280,FOODS,CA_1,2011-11-05,309,44,0,0,0,3325
281,FOODS,CA_1,2011-11-06,310,44,0,0,0,3641
282,FOODS,CA_1,2011-11-07,311,45,0,0,0,2406
283,FOODS,CA_1,2011-11-08,312,45,0,0,0,2416
284,FOODS,CA_1,2011-11-09,313,45,0,0,0,2140
285,FOODS,CA_1,2011-11-10,314,45,0,0,0,2495
286,FOODS,CA_1,2011-11-11,315,45,0,0,0,2879
287,FOODS,CA_1,2011-11-12,316,45,0,0,0,3042
288,FOODS,CA_1,2011-11-13,317,45,0,0,0,3164
289,FOODS,CA_1,2011-11-14,318,46,0,0,0,2299
290,FOODS,CA_1,2011-11-15,319,46,0,0,0,1932
291,FOODS,CA_1,2011-11-16,320,46,0,0,0,1776
292,FOODS,CA_1,2011-11-17,321,46,0,0,0,1771
293,FOODS,CA_1,2011-11-18,322,46,0,0,0,2214
294,FOODS,CA_1,2011-11-19,323,46,0,0,0,3333
295,FOODS,CA_1,2011-11-20,324,46,0,0,0,3232
296,FOODS,CA_1,2011-11-21,325,47,0,0,0,2333
297,FOODS,CA_1,2011-11-22,326,47,0,0,0,2744
298,FOODS,CA_1,2011-11-23,327,47,0,0,0,2926
299,FOODS,CA_1,2011-11-24,328,47,0,0,0,1631
300,FOODS,CA_1,2011-11-25,329,47,0,0,0,2262
301,FOODS,CA_1,2011-11-26,330,47,0,0,0,2194
302,FOODS,CA_1,2011-11-27,331,47,0,0,0,2494
303,FOODS,CA_1,2011-11-28,332,48,0,0,0,1808
304,FOODS,CA_1,2011-11-29,333,48,0,0,0,1838
305,FOODS,CA_1,2011-11-30,334,48,0,0,0,1783
306,FOODS,CA_1,2011-12-01,335,48,1,0,0,1925
307,FOODS,CA_1,2011-12-02,336,48,0,0,0,2487
308,FOODS,CA_1,2011-12-03,337,48,0,0,0,3364
309,FOODS,CA_1,2011-12-04,338,48,0,0,0,3390
310,FOODS,CA_1,2011-12-05,339,49,0,0,0,2517
311,FOODS,CA_1,2011-12-06,340,49,0,0,0,2256
312,FOODS,CA_1,2011-12-07,341,49,0,0,0,2080
313,FOODS,CA_1,2011-12-08,342,49,0,0,0,2460
314,FOODS,CA_1,2011-12-09,343,49,0,0,0,2528
315,FOODS,CA_1,2011-12-10,344,49,0,0,0,3482
316,FOODS,CA_1,2011-12-11,345,49,0,0,0,3262
317,FOODS,CA_1,2011-12-12,346,50,0,0,0,2468
318,FOODS,CA_1,2011-12-13,347,50,0,0,0,2230
319,FOODS,CA_1,2011-12-14,348,50,0,0,0,2143
320,FOODS,CA_1,2011-12-15,349,50,0,0,0,2431
321,FOODS,CA_1,2011-12-16,350,50,0,0,0,2505
322,FOODS,CA_1,2011-12-17,351,50,0,0,0,3349
323,FOODS,CA_1,2011-12-18,352,50,0,0,0,3218
324,FOODS,CA_1,2011-12-19,353,51,0,0,0,2467
325,FOODS,CA_1,2011-12-20,354,51,0,0,0,2459
326,FOODS,CA_1,2011-12-21,355,51,0,0,0,2567
327,FOODS,CA_1,2011-12-22,356,51,0,0,0,2740
328,FOODS,CA_1,2011-12-23,357,51,0,0,0,3677
329,FOODS,CA_1,2011-12-24,358,51,0,0,0,2758
330,FOODS,CA_1,2011-12-25,359,51,0,0,0,0
331,FOODS,CA_1,2011-12-26,360,52,0,0,0,2360
332,FOODS,CA_1,2011-12-27,361,52,0,0,0,2230
333,FOODS,CA_1,2011-12-28,362,52,0,0,0,2228
334,FOODS,CA_1,2011-12-29,363,52,0,0,0,2415
335,FOODS,CA_1,2011-12-30,364,52,0,0,0,3248
336,FOODS,CA_1,2011-12-31,365,52,0,0,0,3324
337,FOODS,CA_1,2012-01-01,1,52,1,1,1,2054
338,FOODS,CA_1,2012-01-02,2,1,0,0,0,2926
339,FOODS,CA_1,2012-01-03,3,1,0,0,0,2504
340,FOODS,CA_1,2012-01-04,4,1,0,0,0,2332
341,FOODS,CA_1,2012-01-05,5,1,0,0,0,2613
342,FOODS,CA_1,2012-01-06,6,1,0,0,0,2692
343,FOODS,CA_1,2012-01-07,7,1,0,0,0,3523
344,FOODS,CA_1,2012-01-08,8,1,0,0,0,3510
345,FOODS,CA_1,2012-01-09,9,2,0,0,0,2875
346,FOODS,CA_1,2012-01-10,10,2,0,0,0,2354
347,FOODS,CA_1,2012-01-11,11,2,0,0,0,2164
348,FOODS,CA_1,2012-01-12,12,2,0,0,0,1901
349,FOODS,CA_1,2012-01-13,13,2,0,0,0,2657
350,FOODS,CA_1,2012-01-14,14,2,0,0,0,3145
351,FOODS,CA_1,2012-01-15,15,2,0,0,0,3070
352,FOODS,CA_1,2012-01-16,16,3,0,0,0,2765
353,FOODS,CA_1,2012-01-17,17,3,0,0,0,2111
354,FOODS,CA_1,2012-01-18,18,3,0,0,0,2017
355,FOODS,CA_1,2012-01-19,19,3,0,0,0,2033
356,FOODS,CA_1,2012-01-20,20,3,0,0,0,2447
357,FOODS,CA_1,2012-01-21,21,3,0,0,0,3766
358,FOODS,CA_1,2012-01-22,22,3,0,0,0,3054
359,FOODS,CA_1,2012-01-23,23,4,0,0,0,1969
360,FOODS,CA_1,2012-01-24,24,4,0,0,0,1947
361,FOODS,CA_1,2012-01-25,25,4,0,0,0,1788
362,FOODS,CA_1,2012-01-26,26,4,0,0,0,1805
363,FOODS,CA_1,2012-01-27,27,4,0,0,0,2506
364,FOODS,CA_1,2012-01-28,28,4,0,0,0,3082
365,FOODS,CA_1,2012-01-29,29,4,0,0,0,3135
366,FOODS,CA_1,2012-01-30,30,5,0,0,0,2167
367,FOODS,CA_1,2012-01-31,31,5,0,0,0,2163
368,FOODS,CA_1,2012-02-01,32,5,1,0,0,2394
369,FOODS,CA_1,2012-02-02,33,5,0,0,0,2502
370,FOODS,CA_1,2012-02-03,34,5,0,0,0,3134
371,FOODS,CA_1,2012-02-04,35,5,0,0,0,4370
372,FOODS,CA_1,2012-02-05,36,5,0,0,0,3743
373,FOODS,CA_1,2012-02-06,37,6,0,0,0,2665
374,FOODS,CA_1,2012-02-07,38,6,0,0,0,2392
375,FOODS,CA_1,2012-02-08,39,6,0,0,0,2362
376,FOODS,CA_1,2012-02-09,40,6,0,0,0,2303
377,FOODS,CA_1,2012-02-10,41,6,0,0,0,2773
378,FOODS,CA_1,2012-02-11,42,6,0,0,0,4082
379,FOODS,CA_1,2012-02-12,43,6,0,0,0,4031
380,FOODS,CA_1,2012-02-13,44,7,0,0,0,2966
381,FOODS,CA_1,2012-02-14,45,7,0,0,0,1997
382,FOODS,CA_1,2012-02-15,46,7,0,0,0,1938
383,FOODS,CA_1,2012-02-16,47,7,0,0,0,2045
384,FOODS,CA_1,2012-02-17,48,7,0,0,0,2420
385,FOODS,CA_1,2012-02-18,49,7,0,0,0,3314
386,FOODS,CA_1,2012-02-19,50,7,0,0,0,3376
387,FOODS,CA_1,2012-02-20,51,8,0,0,0,2770
388,FOODS,CA_1,2012-02-21,52,8,0,0,0,2045
389,FOODS,CA_1,2012-02-22,53,8,0,0,0,2006
390,FOODS,CA_1,2012-02-23,54,8,0,0,0,2035
391,FOODS,CA_1,2012-02-24,55,8,0,0,0,2503
392,FOODS,CA_1,2012-02-25,56,8,0,0,0,3481
393,FOODS,CA_1,2012-02-26,57,8,0,0,0,3415
394,FOODS,CA_1,2012-02-27,58,9,0,0,0,2197
395,FOODS,CA_1,2012-02-28,59,9,0,0,0,2011
396,FOODS,CA_1,2012-02-29,60,9,0,0,0,2025
397,FOODS,CA_1,2012-03-01,61,9,1,0,0,2538
398,FOODS,CA_1,2012-03-02,62,9,0,0,0,2915
399,FOODS,CA_1,2012-03-03,63,9,0,0,0,3843
400,FOODS,CA_1,2012-03-04,64,9,0,0,0,3965
401,FOODS,CA_1,2012-03-05,65,10,0,0,0,3036
402,FOODS,CA_1,2012-03-06,66,10,0,0,0,2561
403,FOODS,CA_1,2012-03-07,67,10,0,0,0,2658
404,FOODS,CA_1,2012-03-08,68,10,0,0,0,2663
405,FOODS,CA_1,2012-03-09,69,10,0,0,0,2860
406,FOODS,CA_1,2012-03-10,70,10,0,0,0,4045
407,FOODS,CA_1,2012-03-11,71,10,0,0,0,4013
408,FOODS,CA_1,2012-03-12,72,11,0,0,0,2729
409,FOODS,CA_1,2012-03-13,73,11,0,0,0,2043
410,FOODS,CA_1,2012-03-14,74,11,0,0,0,2157
411,FOODS,CA_1,2012-03-15,75,11,0,0,0,2323
412,FOODS,CA_1,2012-03-16,76,11,0,0,0,2708
413,FOODS,CA_1,2012-03-17,77,11,0,0,0,3442
414,FOODS,CA_1,2012-03-18,78,11,0,0,0,3657
415,FOODS,CA_1,2012-03-19,79,12,0,0,0,2647
416,FOODS,CA_1,2012-03-20,80,12,0,0,0,2155
417,FOODS,CA_1,2012-03-21,81,12,0,0,0,2051
418,FOODS,CA_1,2012-03-22,82,12,0,0,0,2439
419,FOODS,CA_1,2012-03-23,83,12,0,0,0,2515
420,FOODS,CA_1,2012-03-24,84,12,0,0,0,3809
421,FOODS,CA_1,2012-03-25,85,12,0,0,0,3925
422,FOODS,CA_1,2012-03-26,86,13,0,0,0,2366
423,FOODS,CA_1,2012-03-27,87,13,0,0,0,2061
424,FOODS,CA_1,2012-03-28,88,13,0,0,0,1997
425,FOODS,CA_1,2012-03-29,89,13,0,0,0,1975
426,FOODS,CA_1,2012-03-30,90,13,0,0,0,3104
427,FOODS,CA_1,2012-03-31,91,13,0,0,0,3508
428,FOODS,CA_1,2012-04-01,92,13,1,1,0,3993
429,FOODS,CA_1,2012-04-02,93,14,0,0,0,2886
430,FOODS,CA_1,2012-04-03,94,14,0,0,0,3114
431,FOODS,CA_1,2012-04-04,95,14,0,0,0,2784
432,FOODS,CA_1,2012-04-05,96,14,0,0,0,3033
433,FOODS,CA_1,2012-04-06,97,14,0,0,0,4053
